priority,id,filename,title,year,source,doi,bucket,ieee_link,doi_link,scholar_link,done_Y_N,notes
134,REC_1196,REC_1196.pdf,Precision Landing of a Quadcopter Drone by Smartphone Video Guidance Sensor in a GPS-Denied Environment,2023,Scopus,10.3390/s23041934,mid,https://www.scopus.com/pages/publications/85148969285?origin=resultslist,https://doi.org/10.3390/s23041934,https://scholar.google.com/scholar?q=Precision+Landing+of+a+Quadcopter+Drone+by+Smartphone+Video+Guidance+Sensor+in+a+GPS-Denied+Environment,,
135,REC_1222,REC_1222.pdf,Autonomous UAV navigation in GPS denied environments using Lidar Point Clouds,2023,Scopus,10.2514/6.2023-3626,mid,https://www.scopus.com/pages/publications/85198693698?origin=resultslist,https://doi.org/10.2514/6.2023-3626,https://scholar.google.com/scholar?q=Autonomous+UAV+navigation+in+GPS+denied+environments+using+Lidar+Point+Clouds,,
136,REC_1232,REC_1232.pdf,Range–Visual–Inertial Odometry with Coarse-to-Fine Image Registration Fusion for UAV Localization,2023,Scopus,10.3390/drones7080540,mid,https://www.scopus.com/pages/publications/85169155084?origin=resultslist,https://doi.org/10.3390/drones7080540,https://scholar.google.com/scholar?q=Range%E2%80%93Visual%E2%80%93Inertial+Odometry+with+Coarse-to-Fine+Image+Registration+Fusion+for+UAV+Localization,,
137,REC_1250,REC_1250.pdf,Long-Distance GNSS-Denied Visual Inertial Navigation for Autonomous Fixed-Wing Unmanned Air Vehicles: SO(3) Manifold Filter Based on Virtual Vision Sensor,2023,Scopus,10.3390/aerospace10080708,mid,https://www.scopus.com/pages/publications/85168701852?origin=resultslist,https://doi.org/10.3390/aerospace10080708,https://scholar.google.com/scholar?q=Long-Distance+GNSS-Denied+Visual+Inertial+Navigation+for+Autonomous+Fixed-Wing+Unmanned+Air+Vehicles%3A+SO%283%29+Manifold+Filter+Based+on+Virtual+Vision+Sensor,,
138,REC_1251,REC_1251.pdf,Reinforcement learning based UAV formation control in GPS-denied environment,2023,Scopus,10.1016/j.cja.2023.07.006,mid,https://www.scopus.com/pages/publications/85174723218?origin=resultslist,https://doi.org/10.1016/j.cja.2023.07.006,https://scholar.google.com/scholar?q=Reinforcement+learning+based+UAV+formation+control+in+GPS-denied+environment,,
139,REC_1272,REC_1272.pdf,An Efficient Framework for Autonomous UAV Missions in Partially-Unknown GNSS-Denied Environments,2023,Scopus,10.3390/drones7070471,mid,https://www.scopus.com/pages/publications/85166361146?origin=resultslist,https://doi.org/10.3390/drones7070471,https://scholar.google.com/scholar?q=An+Efficient+Framework+for+Autonomous+UAV+Missions+in+Partially-Unknown+GNSS-Denied+Environments,,
140,REC_1275,REC_1275.pdf,A DNN-Based Optical Aided Autonomous Navigation System for UAV Under GNSS-denied Environment,2023,Scopus,10.1007/978-981-99-0479-2_326,mid,https://www.scopus.com/pages/publications/85151054813?origin=resultslist,https://doi.org/10.1007/978-981-99-0479-2_326,https://scholar.google.com/scholar?q=A+DNN-Based+Optical+Aided+Autonomous+Navigation+System+for%C2%A0UAV+Under+GNSS-denied+Environment,,
141,REC_1282,REC_1282.pdf,A Lidar-Inertial Navigation System for UAVs in GNSS-Denied Environment with Spatial Grid Structures,2023,Scopus,10.3390/app13010414,mid,https://www.scopus.com/pages/publications/85145708987?origin=resultslist,https://doi.org/10.3390/app13010414,https://scholar.google.com/scholar?q=A+Lidar-Inertial+Navigation+System+for+UAVs+in+GNSS-Denied+Environment+with+Spatial+Grid+Structures,,
142,REC_1316,REC_1316.pdf,Automated Method for SLAM Evaluation in GNSS-Denied Areas,2023,Scopus,10.3390/rs15215141,mid,https://www.scopus.com/pages/publications/85176229291?origin=resultslist,https://doi.org/10.3390/rs15215141,https://scholar.google.com/scholar?q=Automated+Method+for+SLAM+Evaluation+in+GNSS-Denied+Areas,,
143,REC_1332,REC_1332.pdf,A Relative Infrastructure-less Localization Algorithm for Decentralized and Autonomous Swarm Formation,2023,Scopus,10.1109/IROS55552.2023.10342168,mid,https://www.scopus.com/pages/publications/85182524698?origin=resultslist,https://doi.org/10.1109/IROS55552.2023.10342168,https://scholar.google.com/scholar?q=A+Relative+Infrastructure-less+Localization+Algorithm+for+Decentralized+and+Autonomous+Swarm+Formation,,
144,REC_1402,REC_1402.pdf,Oxpecker: A Tethered UAV for Inspection of Stone-Mine Pillars,2023,Scopus,10.3390/drones7020073,mid,https://www.scopus.com/pages/publications/85149123474?origin=resultslist,https://doi.org/10.3390/drones7020073,https://scholar.google.com/scholar?q=Oxpecker%3A+A+Tethered+UAV+for+Inspection+of+Stone-Mine+Pillars,,
145,REC_1431,REC_1431.pdf,Advancing Autonomous UAV Target Localization in GPS-Denied Environments,2023,Scopus,10.1109/CoDIT58514.2023.10284425,mid,https://www.scopus.com/pages/publications/85177464193?origin=resultslist,https://doi.org/10.1109/CoDIT58514.2023.10284425,https://scholar.google.com/scholar?q=Advancing+Autonomous+UAV+Target+Localization+in+GPS-Denied+Environments,,
146,REC_1432,REC_1432.pdf,GNSS/INS/VO fusion using Gated Recurrent Unit in GNSS denied environments,2023,Scopus,10.2514/6.2023-2226,mid,https://www.scopus.com/pages/publications/85162085365?origin=resultslist,https://doi.org/10.2514/6.2023-2226,https://scholar.google.com/scholar?q=GNSS%2FINS%2FVO+fusion+using+Gated+Recurrent+Unit+in+GNSS+denied+environments,,
147,REC_1443,REC_1443.pdf,Study on angle-only relative navigation for unmanned aerial vehicle formation in GPS-denied environment,2023,Scopus,10.1177/09544100221149235,mid,https://www.scopus.com/pages/publications/85146621803?origin=resultslist,https://doi.org/10.1177/09544100221149235,https://scholar.google.com/scholar?q=Study+on+angle-only+relative+navigation+for+unmanned+aerial+vehicle+formation+in+GPS-denied+environment,,
148,REC_1447,REC_1447.pdf,AN ACOUSTIC BASED LOCAL POSITIONING SYSTEM FOR DYNAMIC UAV IN GPS-DENIED ENVIRONMENTS,2023,Scopus,10.13031/aea.15397,mid,https://www.scopus.com/pages/publications/85164693586?origin=resultslist,https://doi.org/10.13031/aea.15397,https://scholar.google.com/scholar?q=AN+ACOUSTIC+BASED+LOCAL+POSITIONING+SYSTEM+FOR+DYNAMIC+UAV+IN+GPS-DENIED+ENVIRONMENTS,,
149,REC_1455,REC_1455.pdf,Cross-Modal Images Matching Based Enhancement to MEMS INS for UAV Navigation in GNSS Denied Environments,2023,Scopus,10.3390/app13148238,mid,https://www.scopus.com/pages/publications/85166236171?origin=resultslist,https://doi.org/10.3390/app13148238,https://scholar.google.com/scholar?q=Cross-Modal+Images+Matching+Based+Enhancement+to+MEMS+INS+for+UAV+Navigation+in+GNSS+Denied+Environments,,
150,REC_1459,REC_1459.pdf,Automatic UAV Inspection of Tunnel Infrastructure in GPS-Denied Underground Environment,2023,Scopus,10.1007/978-3-031-07258-1_53,mid,https://www.scopus.com/pages/publications/85133019828?origin=resultslist,https://doi.org/10.1007/978-3-031-07258-1_53,https://scholar.google.com/scholar?q=Automatic+UAV+Inspection+of+Tunnel+Infrastructure+in+GPS-Denied+Underground+Environment,,
151,REC_1502,REC_1502.pdf,A UAV-based explore-then-exploit system for autonomous indoor facility inspection and scene reconstruction,2023,Scopus,10.1016/j.autcon.2023.104753,mid,https://www.scopus.com/pages/publications/85147255223?origin=resultslist,https://doi.org/10.1016/j.autcon.2023.104753,https://scholar.google.com/scholar?q=A+UAV-based+explore-then-exploit+system+for+autonomous+indoor+facility+inspection+and+scene+reconstruction,,
152,REC_1548,REC_1548.pdf,Tethered Multicopter Guidance in GPS-Denied Environments Through Reinforcement Learning,2023,Scopus,10.2514/6.2023-0507,mid,https://www.scopus.com/pages/publications/85198653810?origin=resultslist,https://doi.org/10.2514/6.2023-0507,https://scholar.google.com/scholar?q=Tethered+Multicopter+Guidance+in+GPS-Denied+Environments+Through+Reinforcement+Learning,,
153,REC_1602,REC_1602.pdf,Cooperative localisation of UAV swarm based on adaptive SA-PSO algorithm,2023,Scopus,10.1017/aer.2022.54,mid,https://www.scopus.com/pages/publications/85146144246?origin=resultslist,https://doi.org/10.1017/aer.2022.54,https://scholar.google.com/scholar?q=Cooperative+localisation+of+UAV+swarm+based+on+adaptive+SA-PSO+algorithm,,
154,REC_1620,REC_1620.pdf,Research and Design of Precision-Landing Drone in an Underground GPS-Denied Environment,2023,Scopus,10.2514/6.2023-3625,mid,https://www.scopus.com/pages/publications/85187639600?origin=resultslist,https://doi.org/10.2514/6.2023-3625,https://scholar.google.com/scholar?q=Research+and+Design+of+Precision-Landing+Drone+in+an+Underground+GPS-Denied+Environment,,
155,REC_1660,REC_1660.pdf,A Novel Ranging and IMU-Based Method for Relative Positioning of Two-MAV Formation in GNSS-Denied Environments,2023,Scopus,10.3390/s23094366,mid,https://www.scopus.com/pages/publications/85159187321?origin=resultslist,https://doi.org/10.3390/s23094366,https://scholar.google.com/scholar?q=A+Novel+Ranging+and+IMU-Based+Method+for+Relative+Positioning+of+Two-MAV+Formation+in+GNSS-Denied+Environments,,
156,REC_0022,REC_0022.pdf,Distance-based Autonomous Docking for UAV-MP in GPS-denied Environment,2022,IEEE_Xplore,10.1109/CCDC55256.2022.10034409,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FCCDC55256.2022.10034409,https://doi.org/10.1109/CCDC55256.2022.10034409,https://scholar.google.com/scholar?q=Distance-based+Autonomous+Docking+for+UAV-MP+in+GPS-denied+Environment,,
157,REC_0028,REC_0028.pdf,UAV Waypoint Opportunistic Navigation in GNSS-Denied Environments,2022,IEEE_Xplore,10.1109/TAES.2021.3103140,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FTAES.2021.3103140,https://doi.org/10.1109/TAES.2021.3103140,https://scholar.google.com/scholar?q=UAV+Waypoint+Opportunistic+Navigation+in+GNSS-Denied+Environments,,
158,REC_0043,REC_0043.pdf,Robust Sensor Fusion for Autonomous UAV Navigation in GPS denied Forest Environment,2022,IEEE_Xplore,10.1109/ROMA55875.2022.9915682,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FROMA55875.2022.9915682,https://doi.org/10.1109/ROMA55875.2022.9915682,https://scholar.google.com/scholar?q=Robust+Sensor+Fusion+for+Autonomous+UAV+Navigation+in+GPS+denied+Forest+Environment,,
159,REC_0095,REC_0095.pdf,Cooperative Relative Localization for UAV Swarm in GNSS-Denied Environment: A Coalition Formation Game Approach,2022,IEEE_Xplore,10.1109/JIOT.2021.3130000,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FJIOT.2021.3130000,https://doi.org/10.1109/JIOT.2021.3130000,https://scholar.google.com/scholar?q=Cooperative+Relative+Localization+for+UAV+Swarm+in+GNSS-Denied+Environment%3A+A+Coalition+Formation+Game+Approach,,
160,REC_0155,REC_0155.pdf,Cooperative Navigation and Guidance of a Micro-Scale Aerial Vehicle by an Accompanying UAV using 3D LiDAR Relative Localization,2022,IEEE_Xplore,10.1109/ICUAS54217.2022.9836116,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICUAS54217.2022.9836116,https://doi.org/10.1109/ICUAS54217.2022.9836116,https://scholar.google.com/scholar?q=Cooperative+Navigation+and+Guidance+of+a+Micro-Scale+Aerial+Vehicle+by+an+Accompanying+UAV+using+3D+LiDAR+Relative+Localization,,
161,REC_0202,REC_0202.pdf,Design of A Positioning System for UAV in GPS-denied Environment,2022,IEEE_Xplore,10.1109/ISCIT55906.2022.9931225,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FISCIT55906.2022.9931225,https://doi.org/10.1109/ISCIT55906.2022.9931225,https://scholar.google.com/scholar?q=Design+of+A+Positioning+System+for+UAV+in+GPS-denied+Environment,,
162,REC_0239,REC_0239.pdf,Autonomous Flight Control Design Based on Multi-Sensor Fusion for a Low-Cost Quadrotor in GPS-Denied Environments,2022,IEEE_Xplore,10.1109/ACIRS55390.2022.9845557,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FACIRS55390.2022.9845557,https://doi.org/10.1109/ACIRS55390.2022.9845557,https://scholar.google.com/scholar?q=Autonomous+Flight+Control+Design+Based+on+Multi-Sensor+Fusion+for+a+Low-Cost+Quadrotor+in+GPS-Denied+Environments,,
163,REC_0246,REC_0246.pdf,UAV Platforms for Autonomous Navigation in GPS-Denied Environments for Search and Rescue Missions,2022,IEEE_Xplore,10.1109/ICUAS54217.2022.9836181,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICUAS54217.2022.9836181,https://doi.org/10.1109/ICUAS54217.2022.9836181,https://scholar.google.com/scholar?q=UAV+Platforms+for+Autonomous+Navigation+in+GPS-Denied+Environments+for+Search+and+Rescue+Missions,,
164,REC_0426,REC_0426.pdf,Leonardo Drone Contest 2021: Politecnico di Milano team architecture,2022,IEEE_Xplore,10.1109/ICUAS54217.2022.9836103,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICUAS54217.2022.9836103,https://doi.org/10.1109/ICUAS54217.2022.9836103,https://scholar.google.com/scholar?q=Leonardo+Drone+Contest+2021%3A+Politecnico+di+Milano+team+architecture,,
165,REC_0469,REC_0469.pdf,Design and Flight Test of an Aerial Manipulator for Applications in GPS-Denied Environments,2022,IEEE_Xplore,10.1109/ICUAS54217.2022.9836060,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICUAS54217.2022.9836060,https://doi.org/10.1109/ICUAS54217.2022.9836060,https://scholar.google.com/scholar?q=Design+and+Flight+Test+of+an+Aerial+Manipulator+for+Applications+in+GPS-Denied+Environments,,
166,REC_0475,REC_0475.pdf,P2P-DroneLoc: Peer-to-Peer Localization for GPS-Denied Drones using Camera and WiFi Fine Time Measurement,2022,IEEE_Xplore,10.1109/ANTS56424.2022.10227756,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FANTS56424.2022.10227756,https://doi.org/10.1109/ANTS56424.2022.10227756,https://scholar.google.com/scholar?q=P2P-DroneLoc%3A+Peer-to-Peer+Localization+for+GPS-Denied+Drones+using+Camera+and+WiFi+Fine+Time+Measurement,,
167,REC_0489,REC_0489.pdf,UAV Vision Aided INS/Odometer Integration for Land Vehicle Autonomous Navigation,2022,IEEE_Xplore,10.1109/TVT.2022.3151729,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FTVT.2022.3151729,https://doi.org/10.1109/TVT.2022.3151729,https://scholar.google.com/scholar?q=UAV+Vision+Aided+INS%2FOdometer+Integration+for+Land+Vehicle+Autonomous+Navigation,,
168,REC_0572,REC_0572.pdf,GNSS-Independent Navigation of UAV through Utilization of Sensor Fusion and Intelligence System,2022,IEEE_Xplore,10.1109/ICT4DA56482.2022.9971437,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICT4DA56482.2022.9971437,https://doi.org/10.1109/ICT4DA56482.2022.9971437,https://scholar.google.com/scholar?q=GNSS-Independent+Navigation+of+UAV+through+Utilization+of+Sensor+Fusion+and+Intelligence+System,,
169,REC_0620,REC_0620.pdf,Terrain Aided Planetary UAV Localization Based on Geo-referencing,2022,IEEE_Xplore,10.1109/TGRS.2022.3198745,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FTGRS.2022.3198745,https://doi.org/10.1109/TGRS.2022.3198745,https://scholar.google.com/scholar?q=Terrain+Aided+Planetary+UAV+Localization+Based+on+Geo-referencing,,
170,REC_0960,REC_0960.pdf,Cooperative Visual Inertial Odometry for Heterogeneous Swarm of Drones Navigating in Noisy Environments,2022,IEEE_Xplore,10.1109/ISIE51582.2022.9831647,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FISIE51582.2022.9831647,https://doi.org/10.1109/ISIE51582.2022.9831647,https://scholar.google.com/scholar?q=Cooperative+Visual+Inertial+Odometry+for+Heterogeneous+Swarm+of+Drones+Navigating+in+Noisy+Environments,,
171,REC_1048,REC_1048.pdf,Airspeed-Aided State Estimation Algorithm of Small Fixed-Wing UAVs in GNSS-Denied Environments,2022,Scopus,10.3390/s22093156,mid,https://www.scopus.com/pages/publications/85128389420?origin=resultslist,https://doi.org/10.3390/s22093156,https://scholar.google.com/scholar?q=Airspeed-Aided+State+Estimation+Algorithm+of+Small+Fixed-Wing+UAVs+in+GNSS-Denied+Environments,,
172,REC_1068,REC_1068.pdf,High-Accuracy Robust SLAM and Real-Time Autonomous Navigation of UAV in GNSS-denied Environments,2022,Scopus,10.1007/978-981-15-8155-7_92,mid,https://www.scopus.com/pages/publications/85120639894?origin=resultslist,https://doi.org/10.1007/978-981-15-8155-7_92,https://scholar.google.com/scholar?q=High-Accuracy+Robust+SLAM+and+Real-Time+Autonomous+Navigation+of+UAV+in+GNSS-denied+Environments,,
173,REC_1160,REC_1160.pdf,Towards Large-Scale Relative Localization in Multi-Robot Systems with Dynamic UWB Role Allocation,2022,Scopus,10.1109/ICRAE56463.2022.10054614,mid,https://www.scopus.com/pages/publications/85150187543?origin=resultslist,https://doi.org/10.1109/ICRAE56463.2022.10054614,https://scholar.google.com/scholar?q=Towards+Large-Scale+Relative+Localization+in+Multi-Robot+Systems+with+Dynamic+UWB+Role+Allocation,,
174,REC_1172,REC_1172.pdf,LiDAR Inertial Mapping of Non-Manhattan Topologies for UAV-Based Aircraft Inspection in GNSS-Denied Environments,2022,Scopus,10.1016/j.ifacol.2023.01.132,mid,https://www.scopus.com/pages/publications/85161658667?origin=resultslist,https://doi.org/10.1016/j.ifacol.2023.01.132,https://scholar.google.com/scholar?q=LiDAR+Inertial+Mapping+of+Non-Manhattan+Topologies+for+UAV-Based+Aircraft+Inspection+in+GNSS-Denied+Environments,,
175,REC_1178,REC_1178.pdf,Aerial-Ground Robots Collaborative 3D Mapping in GNSS-Denied Environments,2022,Scopus,10.1109/ICRA46639.2022.9812319,mid,https://www.scopus.com/pages/publications/85136326852?origin=resultslist,https://doi.org/10.1109/ICRA46639.2022.9812319,https://scholar.google.com/scholar?q=Aerial-Ground+Robots+Collaborative+3D+Mapping+in+GNSS-Denied+Environments,,
176,REC_1190,REC_1190.pdf,Reduction of GNSS-Denied inertial navigation errors for fixed wing autonomous unmanned air vehicles,2022,Scopus,10.1016/j.ast.2021.107237,mid,https://www.scopus.com/pages/publications/85120343451?origin=resultslist,https://doi.org/10.1016/j.ast.2021.107237,https://scholar.google.com/scholar?q=Reduction+of+GNSS-Denied+inertial+navigation+errors+for+fixed+wing+autonomous+unmanned+air+vehicles,,
177,REC_1289,REC_1289.pdf,A Global ArUco-Based Lidar Navigation System for UAV Navigation in GNSS-Denied Environments,2022,Scopus,10.3390/aerospace9080456,mid,https://www.scopus.com/pages/publications/85137338709?origin=resultslist,https://doi.org/10.3390/aerospace9080456,https://scholar.google.com/scholar?q=A+Global+ArUco-Based+Lidar+Navigation+System+for+UAV+Navigation+in+GNSS-Denied+Environments,,
178,REC_1346,REC_1346.pdf,Tag-based visual-inertial localization of unmanned aerial vehicles in indoor construction environments using an on-manifold extended Kalman filter,2022,Scopus,10.1016/j.autcon.2021.104112,mid,https://www.scopus.com/pages/publications/85122539186?origin=resultslist,https://doi.org/10.1016/j.autcon.2021.104112,https://scholar.google.com/scholar?q=Tag-based+visual-inertial+localization+of+unmanned+aerial+vehicles+in+indoor+construction+environments+using+an+on-manifold+extended+Kalman+filter,,
179,REC_1347,REC_1347.pdf,A Ground Moving Target Tracking System for a Quadrotor in GPS-Denied Environments,2022,Scopus,10.1007/978-981-15-8155-7_246,mid,https://www.scopus.com/pages/publications/85120611112?origin=resultslist,https://doi.org/10.1007/978-981-15-8155-7_246,https://scholar.google.com/scholar?q=A+Ground+Moving+Target+Tracking+System+for+a+Quadrotor+in+GPS-Denied+Environments,,
180,REC_1348,REC_1348.pdf,LiDAR-odometry based UAV pose estimation in young forest environment,2022,Scopus,10.1016/j.ifacol.2022.11.121,mid,https://www.scopus.com/pages/publications/85144823868?origin=resultslist,https://doi.org/10.1016/j.ifacol.2022.11.121,https://scholar.google.com/scholar?q=LiDAR-odometry+based+UAV+pose+estimation+in+young+forest+environment,,
181,REC_1355,REC_1355.pdf,A distributed approach for lidar-based relative state estimation of multi-UAV in GPS-denied environments,2022,Scopus,10.1016/j.cja.2021.04.021,mid,https://www.scopus.com/pages/publications/85112801702?origin=resultslist,https://doi.org/10.1016/j.cja.2021.04.021,https://scholar.google.com/scholar?q=A+distributed+approach+for+lidar-based+relative+state+estimation+of+multi-UAV+in+GPS-denied+environments,,
182,REC_1370,REC_1370.pdf,Cooperative navigation for UAVs in GNSS-denied area based on optimized belief propagation,2022,Scopus,10.1016/j.measurement.2022.110797,mid,https://www.scopus.com/pages/publications/85124691978?origin=resultslist,https://doi.org/10.1016/j.measurement.2022.110797,https://scholar.google.com/scholar?q=Cooperative+navigation+for+UAVs+in+GNSS-denied+area+based+on+optimized+belief+propagation,,
183,REC_1429,REC_1429.pdf,Modelling and Simulation of Fast Autonomous Exploration and Mapping System for GPS Denied Unknown Environment Using ROS,2022,Scopus,10.1109/ICRAIE56454.2022.10054265,mid,https://www.scopus.com/pages/publications/85150064080?origin=resultslist,https://doi.org/10.1109/ICRAIE56454.2022.10054265,https://scholar.google.com/scholar?q=Modelling+and+Simulation+of+Fast+Autonomous+Exploration+and+Mapping+System+for+GPS+Denied+Unknown+Environment+Using+ROS,,
184,REC_1440,REC_1440.pdf,A Review of Navigation Algorithms for Unmanned Aerial Vehicles Based on Computer Vision Systems,2022,Scopus,10.1134/S2075108722040022,mid,https://www.scopus.com/pages/publications/85150454440?origin=resultslist,https://doi.org/10.1134/S2075108722040022,https://scholar.google.com/scholar?q=A+Review+of+Navigation+Algorithms+for+Unmanned+Aerial+Vehicles+Based+on+Computer+Vision+Systems,,
185,REC_1463,REC_1463.pdf,Decentralised Multi-UAV Cooperative Searching Multi-Target in Cluttered and GPS-Denied Environments,2022,Scopus,10.1109/AERO53065.2022.9843665,mid,https://www.scopus.com/pages/publications/85137551510?origin=resultslist,https://doi.org/10.1109/AERO53065.2022.9843665,https://scholar.google.com/scholar?q=Decentralised+Multi-UAV+Cooperative+Searching+Multi-Target+in+Cluttered+and+GPS-Denied+Environments,Y,
186,REC_1522,REC_1522.pdf,A Real-Time Monocular Vision-Aided Target Detection and Tracking for Micro UAV in GPS Denied Environment,2022,Scopus,10.1007/978-981-15-8155-7_255,mid,https://www.scopus.com/pages/publications/85120629324?origin=resultslist,https://doi.org/10.1007/978-981-15-8155-7_255,https://scholar.google.com/scholar?q=A+Real-Time+Monocular+Vision-Aided+Target+Detection+and+Tracking+for+Micro+UAV+in+GPS+Denied+Environment,,
187,REC_1557,REC_1557.pdf,Model-Based Cooperative Navigation for a Group of Flying Robots,2022,Scopus,10.1109/TAES.2021.3136247,mid,https://www.scopus.com/pages/publications/85137602885?origin=resultslist,https://doi.org/10.1109/TAES.2021.3136247,https://scholar.google.com/scholar?q=Model-Based+Cooperative+Navigation+for+a+Group+of+Flying+Robots,,
188,REC_1576,REC_1576.pdf,Autonomous dynamic docking of UAV based on UWB-vision in GPS-denied environment,2022,Scopus,10.1016/j.jfranklin.2022.03.005,mid,https://www.scopus.com/pages/publications/85127345418?origin=resultslist,https://doi.org/10.1016/j.jfranklin.2022.03.005,https://scholar.google.com/scholar?q=Autonomous+dynamic+docking+of+UAV+based+on+UWB-vision+in+GPS-denied+environment,,
189,REC_1587,REC_1587.pdf,Landmark-Based Scale Estimation and Correction of Visual Inertial Odometry for VTOL UAVs in a GPS-Denied Environment,2022,Scopus,10.3390/s22249654,mid,https://www.scopus.com/pages/publications/85144500956?origin=resultslist,https://doi.org/10.3390/s22249654,https://scholar.google.com/scholar?q=Landmark-Based+Scale+Estimation+and+Correction+of+Visual+Inertial+Odometry+for+VTOL+UAVs+in+a+GPS-Denied+Environment,,
190,REC_1637,REC_1637.pdf,Virtual testbed for monocular visual navigation of small unmanned aircraft systems,2022,Scopus,10.1177/1548512920954545,mid,https://www.scopus.com/pages/publications/85091381516?origin=resultslist,https://doi.org/10.1177/1548512920954545,https://scholar.google.com/scholar?q=Virtual+testbed+for+monocular+visual+navigation+of+small+unmanned+aircraft+systems,,
191,REC_1646,REC_1646.pdf,Adaptive Visual-Inertial Navigation for Fixed-Wing Aircraft Landing in GPS-Denied Condition,2022,Scopus,10.1007/978-981-15-8155-7_222,mid,https://www.scopus.com/pages/publications/85120645861?origin=resultslist,https://doi.org/10.1007/978-981-15-8155-7_222,https://scholar.google.com/scholar?q=Adaptive+Visual-Inertial+Navigation+for+Fixed-Wing+Aircraft+Landing+in+GPS-Denied+Condition,,
192,REC_1653,REC_1653.pdf,A Novel Scene Matching Algorithm via Deep Learning for Vision-based UAV Absolute Localization,2022,Scopus,10.1109/MLCCIM55934.2022.00043,mid,https://www.scopus.com/pages/publications/85143800316?origin=resultslist,https://doi.org/10.1109/MLCCIM55934.2022.00043,https://scholar.google.com/scholar?q=A+Novel+Scene+Matching+Algorithm+via+Deep+Learning+for+Vision-based+UAV+Absolute+Localization,,
193,REC_0096,REC_0096.pdf,Cooperative UWB-Based Localization for Outdoors Positioning and Navigation of UAVs aided by Ground Robots,2021,IEEE_Xplore,10.1109/ICAS49788.2021.9551177,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICAS49788.2021.9551177,https://doi.org/10.1109/ICAS49788.2021.9551177,https://scholar.google.com/scholar?q=Cooperative+UWB-Based+Localization+for+Outdoors+Positioning+and+Navigation+of+UAVs+aided+by+Ground+Robots,,
194,REC_0107,REC_0107.pdf,Augmented Radar Odometry by Nested Optimal Filter Aided Navigation for UAVS in GNSS Denied Environment,2021,IEEE_Xplore,10.1109/ITC-Egypt52936.2021.9513978,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FITC-Egypt52936.2021.9513978,https://doi.org/10.1109/ITC-Egypt52936.2021.9513978,https://scholar.google.com/scholar?q=Augmented+Radar+Odometry+by+Nested+Optimal+Filter+Aided+Navigation+for+UAVS+in+GNSS+Denied+Environment,,
195,REC_0208,REC_0208.pdf,UAV Pose Estimation in GNSS-Denied Environment Assisted by Satellite Imagery Deep Learning Features,2021,IEEE_Xplore,10.1109/ACCESS.2020.3048342,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FACCESS.2020.3048342,https://doi.org/10.1109/ACCESS.2020.3048342,https://scholar.google.com/scholar?q=UAV+Pose+Estimation+in+GNSS-Denied+Environment+Assisted+by+Satellite+Imagery+Deep+Learning+Features,,
196,REC_0213,REC_0213.pdf,A Multi-UAV System for Exploration and Target Finding in Cluttered and GPS-Denied Environments,2021,IEEE_Xplore,10.1109/ICUAS51884.2021.9476820,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICUAS51884.2021.9476820,https://doi.org/10.1109/ICUAS51884.2021.9476820,https://scholar.google.com/scholar?q=A+Multi-UAV+System+for+Exploration+and+Target+Finding+in+Cluttered+and+GPS-Denied+Environments,,
197,REC_0294,REC_0294.pdf,A Novel Approach to Computationally Lighter GNSS-Denied UAV Navigation Using Monocular Camera,2021,IEEE_Xplore,10.1109/ICARA51699.2021.9376502,mid,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=10.1109%2FICARA51699.2021.9376502,https://doi.org/10.1109/ICARA51699.2021.9376502,https://scholar.google.com/scholar?q=A+Novel+Approach+to+Computationally+Lighter+GNSS-Denied+UAV+Navigation+Using+Monocular+Camera,,
